ncppb_number	ncppb_current_name	biosample_accession	evidence_status	bioproject_accession	project_role	project_sources	project_title	use_for_sequence_provenance	review_required	source_url
NCPPB 3759	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	SAMN19988984	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3759	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	SAMN19988984	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3759	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	SAMN19988984	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 3761	Xanthomonas sp. Dowson 1939	SAMN42161490	confirmed	PRJNA1129555	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of unidentified Xanthomonas sp. strains from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 3761	Xanthomonas sp. Dowson 1939	SAMN42161490	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3761	Xanthomonas sp. Dowson 1939	SAMN42161490	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3795	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175582	confirmed	PRJNA1129842	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129842
NCPPB 3795	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175582	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3795	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175582	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3796	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175583	confirmed	PRJNA1129842	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129842
NCPPB 3796	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175583	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3796	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175583	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3797	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175584	confirmed	PRJNA1129842	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129842
NCPPB 3797	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175584	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3797	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175584	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	PRJNA254368	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas fuscans subsp. fuscans strain:LMG 826 Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA254368
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	PRJNA264772	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. fuscans strain:NCPPB 381 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264772
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	PRJNA384145	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. phaseoli var. fuscans strain:CFBP6165 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384145
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	PRJNA991976	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of miscellaneous Xanthomonas from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991976
NCPPB 3883	Xanthomonas sp. Dowson 1939	SAMN22552831	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3883	Xanthomonas sp. Dowson 1939	SAMN22552831	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3883	Xanthomonas sp. Dowson 1939	SAMN22552831	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 3883	Xanthomonas sp. Dowson 1939	SAMN57360827	confirmed	PRJNA485808	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris from ornamentals	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485808
NCPPB 3884	Xanthomonas sp. Dowson 1939	SAMN22552832	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3884	Xanthomonas sp. Dowson 1939	SAMN22552832	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3884	Xanthomonas sp. Dowson 1939	SAMN22552832	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 3884	Xanthomonas sp. Dowson 1939	SAMN57360826	confirmed	PRJNA485808	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris from ornamentals	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485808
NCPPB 3886	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175585	confirmed	PRJNA1129842	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129842
NCPPB 3886	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175585	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3886	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175585	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3887	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175586	confirmed	PRJNA1129842	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129842
NCPPB 3887	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175586	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3887	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175586	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3888	Xanthomonas campestris pv. parthenii Chand et al. 1995	SAMN22555468	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3888	Xanthomonas campestris pv. parthenii Chand et al. 1995	SAMN22555468	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3888	Xanthomonas campestris pv. parthenii Chand et al. 1995	SAMN22555468	confirmed	PRJNA774146	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of xanthomonads from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 3927	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286079	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3927	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286079	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3927	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286079	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 3948	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	SAMN42178462	confirmed	PRJNA1129913	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129913
NCPPB 3948	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	SAMN42178462	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3948	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	SAMN42178462	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 3959	Xanthomonas sp. Dowson 1939	SAMN42161491	confirmed	PRJNA1129555	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of unidentified Xanthomonas sp. strains from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 3959	Xanthomonas sp. Dowson 1939	SAMN42161491	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 3959	Xanthomonas sp. Dowson 1939	SAMN42161491	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4013	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	SAMN22555464	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4013	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	SAMN22555464	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4013	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	SAMN22555464	confirmed	PRJNA774146	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of xanthomonads from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 4013	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	SAMN56511371	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4037	Xanthomonas sp. Dowson 1939	SAMN22552836	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4037	Xanthomonas sp. Dowson 1939	SAMN22552836	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4037	Xanthomonas sp. Dowson 1939	SAMN22552836	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 4037	Xanthomonas sp. Dowson 1939	SAMN42161492	confirmed	PRJNA1129555	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of unidentified Xanthomonas sp. strains from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 4037	Xanthomonas sp. Dowson 1939	SAMN42161492	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4037	Xanthomonas sp. Dowson 1939	SAMN42161492	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 404	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346971	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4058	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMN24251536	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4058	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMN24251536	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4058	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMN24251536	confirmed	PRJNA790934	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Comparative genomic analysis of the lettuce bacterial leaf spot pathogen to investigate race specificity	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA790934
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783185	confirmed	PRJNA224116	annotation_project	refseq_annotation_project		no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783185	confirmed	PRJNA599566	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. citri Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599566
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	PRJEB65884	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. citri findings in imported citrus fruit consignments in the Netherlands	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB65884
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMN13783182	confirmed	PRJNA224116	annotation_project	refseq_annotation_project		no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMN13783182	confirmed	PRJNA599566	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. citri Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599566
NCPPB 411	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	SAMN03352151	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 411	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	SAMN03352151	confirmed	PRJNA275685	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas arboricola pv. juglandis strain:CFBP 2528 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA275685
NCPPB 411	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	SAMN03352151	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 411	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	SAMN43400626	confirmed	PRJNA1153629	biosample_elink_only	biosample_elink	Xanthomonas arboricola pv. juglandis strain:ATCC 49083 Genome sequencing and assembly	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1153629
NCPPB 416	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	SAMN39942831	confirmed	PRJNA1076490	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas arboricola pv. pruni	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1076490
NCPPB 416	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	SAMN41996497	confirmed	PRJNA1127218	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas on the UK Plant Health Risk Register	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1127218
NCPPB 416	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	SAMN41996497	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 416	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	SAMN41996497	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4181	Xanthomonas fragariae Kennedy and King 1962	SAMN39942677	confirmed	PRJNA991941	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas arboricola from strawberry	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991941
NCPPB 422	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	SAMN02471773	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 422	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	SAMN02471773	confirmed	PRJNA60019	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vesicatoria ATCC 35937 genome sequencing project	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA60019
NCPPB 422	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	SAMN02471773	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 422	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	SAMN05823154	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 422	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	SAMN05823154	confirmed	PRJNA344031	sequence_source_project	assembly_genbank_project; biosample_elink	copper-resistant pathogens and commensal xanthomonads Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA344031
NCPPB 422	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	SAMN05823154	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4231	Xanthomonas sp. Dowson 1939	SAMN22552841	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4231	Xanthomonas sp. Dowson 1939	SAMN22552841	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4231	Xanthomonas sp. Dowson 1939	SAMN22552841	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
