ncppb_number	ncppb_current_name	biosample_accession	evidence_status	match_decision	identity_match_status	matched_identifier	identifier_strength	taxonomy_status	resource_type	resource_accession	resource_role	assembly_level	assembly_source	assembly_total_length	assembly_contig_count	assembly_contig_n50	sra_library_strategy	sra_library_source	sra_library_layout	sra_instrument	sra_total_bases	sequence_bioproject_accessions	selected_for_phylogeny	download_tool	download_command	source_url
NCPPB 2649	Xanthomonas vasicola pv. arecae (Rao & Mohan 1970) Dye 1978. emend. Studholme et al., 2020	SAMN03140274	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2649	primary	same_name	biosample	SAMN03140274	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN03140274
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN35699823	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	assembly	GCF_030287385.1	assembled_genome_sequence	Contig	RefSeq	5209375	97	110205						PRJNA774146	no	NCBI Datasets CLI	datasets download genome accession GCF_030287385.1 --include genome --filename NCPPB_2654_GCF_030287385.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_030287385.1
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN35699823	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN35699823	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN35699823	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	bioproject	PRJNA774146	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN35699823	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	biosample	SAMN35699823	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN35699823
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN42161507	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	assembly	GCF_056725245.1	assembled_genome_sequence	Complete Genome	RefSeq	5238494	1	5238494						PRJNA1129555	yes	NCBI Datasets CLI	datasets download genome accession GCF_056725245.1 --include genome --filename NCPPB_2654_GCF_056725245.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_056725245.1
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN42161507	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	bioproject	PRJNA1129555	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN42161507	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN42161507	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN42161507	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	biosample	SAMN42161507	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42161507
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN42161507	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	sra_run	SRR29644168	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1095575500	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR29644168 && fasterq-dump SRR29644168 --split-files --outdir fastq/NCPPB_2654	https://www.ncbi.nlm.nih.gov/sra/SRR29644168
NCPPB 2654	Xanthomonas sp. Dowson 1939	SAMN42161507	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2654	primary	same_name	sra_run	SRR30040118	raw_sequence_reads						WGS	GENOMIC	single	PromethION	613143220	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR30040118 && fasterq-dump SRR30040118 --split-files --outdir fastq/NCPPB_2654	https://www.ncbi.nlm.nih.gov/sra/SRR30040118
NCPPB 2665	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142403	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2665	primary	same_name	assembly	GCF_000775195.1	assembled_genome_sequence	Contig	RefSeq	5092836	154	71115						PRJNA264776	yes	NCBI Datasets CLI	datasets download genome accession GCF_000775195.1 --include genome --filename NCPPB_2665_GCF_000775195.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_000775195.1
NCPPB 2665	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142403	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2665	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2665	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142403	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2665	primary	same_name	bioproject	PRJNA264776	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264776
NCPPB 2665	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142403	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2665	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2665	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142403	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2665	primary	same_name	biosample	SAMN03142403	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN03142403
NCPPB 2665	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142403	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2665	primary	same_name	sra_run	SRR2052428	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	439138272	PRJNA264776	no	NCBI SRA Toolkit	prefetch SRR2052428 && fasterq-dump SRR2052428 --split-files --outdir fastq/NCPPB_2665	https://www.ncbi.nlm.nih.gov/sra/SRR2052428
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN03892232	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2053	strong	same_name	assembly	GCF_001269865.1	assembled_genome_sequence	Scaffold	RefSeq	4340322	48	126262						PRJNA290469	no	NCBI Datasets CLI	datasets download genome accession GCF_001269865.1 --include genome --filename NCPPB_2700_GCF_001269865.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_001269865.1
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN03892232	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2053	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN03892232	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2053	strong	same_name	bioproject	PRJNA290469	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA290469
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN03892232	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2053	strong	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN03892232	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2053	strong	same_name	biosample	SAMN03892232	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN03892232
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN18876882	confirmed	accept	confirmed_exact_collection_identifier	LMG 726	strong	same_name	assembly	GCF_021903375.1	assembled_genome_sequence	Complete Genome	RefSeq	4678781	1	4678781						PRJNA720632	yes	NCBI Datasets CLI	datasets download genome accession GCF_021903375.1 --include genome --filename NCPPB_2700_GCF_021903375.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_021903375.1
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN18876882	confirmed	accept	confirmed_exact_collection_identifier	LMG 726	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN18876882	confirmed	accept	confirmed_exact_collection_identifier	LMG 726	strong	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN18876882	confirmed	accept	confirmed_exact_collection_identifier	LMG 726	strong	same_name	bioproject	PRJNA720632	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA720632
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	SAMN18876882	confirmed	accept	confirmed_exact_collection_identifier	LMG 726	strong	same_name	biosample	SAMN18876882	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN18876882
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	SAMN41996496	provisional	review	conflicting_exact_identifier	5262	medium	same_genus_different_species	assembly	GCF_041228085.2	assembled_genome_sequence	Complete Genome	RefSeq	5226816	1	5226816						PRJNA1127218	no	NCBI Datasets CLI	datasets download genome accession GCF_041228085.2 --include genome --filename NCPPB_2820_GCF_041228085.2.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_041228085.2
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	SAMN41996496	provisional	review	conflicting_exact_identifier	5262	medium	same_genus_different_species	bioproject	PRJNA1127218	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1127218
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	SAMN41996496	provisional	review	conflicting_exact_identifier	5262	medium	same_genus_different_species	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	SAMN41996496	provisional	review	conflicting_exact_identifier	5262	medium	same_genus_different_species	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	SAMN41996496	provisional	review	conflicting_exact_identifier	5262	medium	same_genus_different_species	biosample	SAMN41996496	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN41996496
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	SAMN41996496	provisional	review	conflicting_exact_identifier	5262	medium	same_genus_different_species	sra_run	SRR29500232	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1122861000	PRJNA1127218	no	NCBI SRA Toolkit	prefetch SRR29500232 && fasterq-dump SRR29500232 --split-files --outdir fastq/NCPPB_2820	https://www.ncbi.nlm.nih.gov/sra/SRR29500232
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	SAMN41996496	provisional	review	conflicting_exact_identifier	5262	medium	same_genus_different_species	sra_run	SRR30016866	raw_sequence_reads						WGS	GENOMIC	single	PromethION	307401982	PRJNA1127218	no	NCBI SRA Toolkit	prefetch SRR30016866 && fasterq-dump SRR30016866 --split-files --outdir fastq/NCPPB_2820	https://www.ncbi.nlm.nih.gov/sra/SRR30016866
NCPPB 2821	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	SAMN18753780	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2055	strong	same_name	assembly	GCF_021903275.1	assembled_genome_sequence	Complete Genome	RefSeq	4653288	2	4607252						PRJNA720632	yes	NCBI Datasets CLI	datasets download genome accession GCF_021903275.1 --include genome --filename NCPPB_2821_GCF_021903275.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_021903275.1
NCPPB 2821	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	SAMN18753780	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2055	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2821	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	SAMN18753780	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2055	strong	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2821	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	SAMN18753780	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2055	strong	same_name	bioproject	PRJNA720632	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA720632
NCPPB 2821	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	SAMN18753780	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2055	strong	same_name	biosample	SAMN18753780	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN18753780
NCPPB 2822	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	SAMN18753387	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2539	strong	same_name	assembly	GCF_021903295.1	assembled_genome_sequence	Complete Genome	RefSeq	4565955	1	4565955						PRJNA720632	yes	NCBI Datasets CLI	datasets download genome accession GCF_021903295.1 --include genome --filename NCPPB_2822_GCF_021903295.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_021903295.1
NCPPB 2822	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	SAMN18753387	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2539	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2822	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	SAMN18753387	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2539	strong	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2822	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	SAMN18753387	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2539	strong	same_name	bioproject	PRJNA720632	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA720632
NCPPB 2822	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	SAMN18753387	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2539	strong	same_name	biosample	SAMN18753387	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN18753387
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	SAMN39911788	provisional	review	provisional_exact_other_reference_identifier	5690	medium	same_genus_different_species	assembly	GCF_040201955.1	assembled_genome_sequence	Scaffold	RefSeq	5467281	322	34263						PRJNA991976	no	NCBI Datasets CLI	datasets download genome accession GCF_040201955.1 --include genome --filename NCPPB_2827_GCF_040201955.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_040201955.1
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	SAMN39911788	provisional	review	provisional_exact_other_reference_identifier	5690	medium	same_genus_different_species	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	SAMN39911788	provisional	review	provisional_exact_other_reference_identifier	5690	medium	same_genus_different_species	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	SAMN39911788	provisional	review	provisional_exact_other_reference_identifier	5690	medium	same_genus_different_species	bioproject	PRJNA991976	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991976
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	SAMN39911788	provisional	review	provisional_exact_other_reference_identifier	5690	medium	same_genus_different_species	biosample	SAMN39911788	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN39911788
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	SAMN39911788	provisional	review	provisional_exact_other_reference_identifier	5690	medium	same_genus_different_species	sra_run	SRR27937225	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	938757900	PRJNA991976	no	NCBI SRA Toolkit	prefetch SRR27937225 && fasterq-dump SRR27937225 --split-files --outdir fastq/NCPPB_2827	https://www.ncbi.nlm.nih.gov/sra/SRR27937225
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	SAMN39911788	provisional	review	provisional_exact_other_reference_identifier	5690	medium	same_genus_different_species	sra_run	SRR30293612	raw_sequence_reads						WGS	GENOMIC	single	PromethION	440232476	PRJNA991976	no	NCBI SRA Toolkit	prefetch SRR30293612 && fasterq-dump SRR30293612 --split-files --outdir fastq/NCPPB_2827	https://www.ncbi.nlm.nih.gov/sra/SRR30293612
NCPPB 2832	Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov.	SAMN42278575	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2832	primary	same_name	bioproject	PRJNA742925	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2832	Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov.	SAMN42278575	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2832	primary	same_name	biosample	SAMN42278575	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42278575
NCPPB 2832	Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov.	SAMN42278575	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2832	primary	same_name	sra_run	SRR29692760	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1112594000	PRJNA742925	yes	NCBI SRA Toolkit	prefetch SRR29692760 && fasterq-dump SRR29692760 --split-files --outdir fastq/NCPPB_2832	https://www.ncbi.nlm.nih.gov/sra/SRR29692760
NCPPB 2856	Xanthomonas sp. Dowson 1939	SAMN42161508	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2856	primary	same_name	assembly	GCF_056675635.1	assembled_genome_sequence	Contig	RefSeq	4878686	40	243543						PRJNA1129555	yes	NCBI Datasets CLI	datasets download genome accession GCF_056675635.1 --include genome --filename NCPPB_2856_GCF_056675635.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_056675635.1
NCPPB 2856	Xanthomonas sp. Dowson 1939	SAMN42161508	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2856	primary	same_name	bioproject	PRJNA1129555	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 2856	Xanthomonas sp. Dowson 1939	SAMN42161508	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2856	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2856	Xanthomonas sp. Dowson 1939	SAMN42161508	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2856	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2856	Xanthomonas sp. Dowson 1939	SAMN42161508	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2856	primary	same_name	biosample	SAMN42161508	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42161508
NCPPB 2856	Xanthomonas sp. Dowson 1939	SAMN42161508	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2856	primary	same_name	sra_run	SRR29644167	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1107084000	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR29644167 && fasterq-dump SRR29644167 --split-files --outdir fastq/NCPPB_2856	https://www.ncbi.nlm.nih.gov/sra/SRR29644167
NCPPB 2857	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346974	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2857	primary	same_name	assembly	GCA_035026865.1	assembled_genome_sequence	Contig	GenBank	4395992	22	314968						PRJNA988133	yes	NCBI Datasets CLI	datasets download genome accession GCA_035026865.1 --include genome --filename NCPPB_2857_GCA_035026865.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCA_035026865.1
NCPPB 2857	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346974	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2857	primary	same_name	bioproject	PRJNA988133	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 2857	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346974	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2857	primary	same_name	biosample	SAMN36346974	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN36346974
NCPPB 2857	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346974	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2857	primary	same_name	sra_run	SRR25183327	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1246341316	PRJNA988133	no	NCBI SRA Toolkit	prefetch SRR25183327 && fasterq-dump SRR25183327 --split-files --outdir fastq/NCPPB_2857	https://www.ncbi.nlm.nih.gov/sra/SRR25183327
NCPPB 2864	Xanthomonas sp. Dowson 1939	SAMN42161509	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2864	primary	same_name	assembly	GCF_056675615.1	assembled_genome_sequence	Contig	RefSeq	4808757	35	509990						PRJNA1129555	yes	NCBI Datasets CLI	datasets download genome accession GCF_056675615.1 --include genome --filename NCPPB_2864_GCF_056675615.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_056675615.1
NCPPB 2864	Xanthomonas sp. Dowson 1939	SAMN42161509	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2864	primary	same_name	bioproject	PRJNA1129555	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 2864	Xanthomonas sp. Dowson 1939	SAMN42161509	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2864	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2864	Xanthomonas sp. Dowson 1939	SAMN42161509	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2864	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2864	Xanthomonas sp. Dowson 1939	SAMN42161509	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2864	primary	same_name	biosample	SAMN42161509	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42161509
NCPPB 2864	Xanthomonas sp. Dowson 1939	SAMN42161509	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2864	primary	same_name	sra_run	SRR29644166	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1118453000	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR29644166 && fasterq-dump SRR29644166 --split-files --outdir fastq/NCPPB_2864	https://www.ncbi.nlm.nih.gov/sra/SRR29644166
NCPPB 2865	Xanthomonas sp. Dowson 1939	SAMN42161510	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2865	primary	same_name	assembly	GCF_041475785.1	assembled_genome_sequence	Complete Genome	RefSeq	4855809	1	4855809						PRJNA1129555	yes	NCBI Datasets CLI	datasets download genome accession GCF_041475785.1 --include genome --filename NCPPB_2865_GCF_041475785.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_041475785.1
NCPPB 2865	Xanthomonas sp. Dowson 1939	SAMN42161510	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2865	primary	same_name	bioproject	PRJNA1129555	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 2865	Xanthomonas sp. Dowson 1939	SAMN42161510	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2865	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2865	Xanthomonas sp. Dowson 1939	SAMN42161510	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2865	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2865	Xanthomonas sp. Dowson 1939	SAMN42161510	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2865	primary	same_name	biosample	SAMN42161510	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42161510
