ncppb_number	other_references	matched_text	normalized_identifier	prefix	suffix	rule_name	confidence	include_for_search	biosample_query	context
NCPPB 2417	The donor reference is YW5 This isolate is also in the collections; ICMP 3103, LMG 736, CFBP 2543 This isolate was isolated by ex D.R.W. Watson	CFBP 2543	CFBP 2543	CFBP	2543	known_collection_prefix	high	yes	CFBP[All Fields] AND 2543[All Fields]	r reference is YW5 This isolate is also in the collections; ICMP 3103, LMG 736, CFBP 2543 This isolate was isolated by ex D.R.W. Watson
NCPPB 2417	The donor reference is YW5 This isolate is also in the collections; ICMP 3103, LMG 736, CFBP 2543 This isolate was isolated by ex D.R.W. Watson	YW5	YW 5	YW	5	contextual_reference_code	medium	yes	YW[All Fields] AND 5[All Fields]	The donor reference is YW5 This isolate is also in the collections; ICMP 3103, LMG 736, CFBP 2543 This iso
NCPPB 2436	The donor reference is VMl This isolate is also in the collections; ICMP 3518, LMG 536 This isolate was isolated by ex A.L.G. Pereira SBF-913	ICMP 3518	ICMP 3518	ICMP	3518	known_collection_prefix	high	yes	ICMP[All Fields] AND 3518[All Fields]	The donor reference is VMl This isolate is also in the collections; ICMP 3518, LMG 536 This isolate was isolated by ex A.L.G. Pereira SBF-913
NCPPB 2436	The donor reference is VMl This isolate is also in the collections; ICMP 3518, LMG 536 This isolate was isolated by ex A.L.G. Pereira SBF-913	LMG 536	LMG 536	LMG	536	known_collection_prefix	high	yes	LMG[All Fields] AND 536[All Fields]	The donor reference is VMl This isolate is also in the collections; ICMP 3518, LMG 536 This isolate was isolated by ex A.L.G. Pereira SBF-913
NCPPB 2436	The donor reference is VMl This isolate is also in the collections; ICMP 3518, LMG 536 This isolate was isolated by ex A.L.G. Pereira SBF-913	SBF-913	SBF 913	SBF	913	contextual_reference_code	medium	yes	SBF[All Fields] AND 913[All Fields]	collections; ICMP 3518, LMG 536 This isolate was isolated by ex A.L.G. Pereira SBF-913
NCPPB 2438	This isolate was isolated by N.M. Viljoen 2UP87	Viljoen 2UP87	VILJOEN 2UP87	VILJOEN	2UP87	person_or_local_reference_code	low	yes	VILJOEN[All Fields] AND 2UP87[All Fields]	This isolate was isolated by N.M. Viljoen 2UP87
NCPPB 2439	This isolate is also in the collections; ICMP 5762, LMG 8692 This isolate was isolated by A.C. Hayward 0365	ICMP 5762	ICMP 5762	ICMP	5762	known_collection_prefix	high	yes	ICMP[All Fields] AND 5762[All Fields]	This isolate is also in the collections; ICMP 5762, LMG 8692 This isolate was isolated by A.C. Hayward 0365
NCPPB 2439	This isolate is also in the collections; ICMP 5762, LMG 8692 This isolate was isolated by A.C. Hayward 0365	LMG 8692	LMG 8692	LMG	8692	known_collection_prefix	high	yes	LMG[All Fields] AND 8692[All Fields]	This isolate is also in the collections; ICMP 5762, LMG 8692 This isolate was isolated by A.C. Hayward 0365
NCPPB 2439	This isolate is also in the collections; ICMP 5762, LMG 8692 This isolate was isolated by A.C. Hayward 0365	Hayward 0365	HAYWARD 0365	HAYWARD	0365	person_or_local_reference_code	low	yes	HAYWARD[All Fields] AND 0365[All Fields]	also in the collections; ICMP 5762, LMG 8692 This isolate was isolated by A.C. Hayward 0365
NCPPB 2443	This isolate was isolated by J.C. Lozano 23L	Lozano 23L	LOZANO 23L	LOZANO	23L	person_or_local_reference_code	low	yes	LOZANO[All Fields] AND 23L[All Fields]	This isolate was isolated by J.C. Lozano 23L
NCPPB 2444	This isolate was isolated by J.C. Lozano 30L	Lozano 30L	LOZANO 30L	LOZANO	30L	person_or_local_reference_code	low	yes	LOZANO[All Fields] AND 30L[All Fields]	This isolate was isolated by J.C. Lozano 30L
NCPPB 2446	The donor reference is B5000 This isolate was isolated by ex S. Yoshimura The source of this isolate was ex R.T.V. Fox ex Mizukami H5809	B5000	B 5000	B	5000	source_context_single_letter_code	low	yes	B[All Fields] AND 5000[All Fields]	The donor reference is B5000 This isolate was isolated by ex S. Yoshimura The source of this isolate was ex
NCPPB 2446	The donor reference is B5000 This isolate was isolated by ex S. Yoshimura The source of this isolate was ex R.T.V. Fox ex Mizukami H5809	H5809	H 5809	H	5809	source_context_single_letter_code	low	yes	H[All Fields] AND 5809[All Fields]	ted by ex S. Yoshimura The source of this isolate was ex R.T.V. Fox ex Mizukami H5809
NCPPB 2475	This isolate is also in the collections; ICMP 3867, LMG 965 This isolate was isolated by M.V. Nayudu 0307	ICMP 3867	ICMP 3867	ICMP	3867	known_collection_prefix	high	yes	ICMP[All Fields] AND 3867[All Fields]	This isolate is also in the collections; ICMP 3867, LMG 965 This isolate was isolated by M.V. Nayudu 0307
NCPPB 2475	This isolate is also in the collections; ICMP 3867, LMG 965 This isolate was isolated by M.V. Nayudu 0307	LMG 965	LMG 965	LMG	965	known_collection_prefix	high	yes	LMG[All Fields] AND 965[All Fields]	This isolate is also in the collections; ICMP 3867, LMG 965 This isolate was isolated by M.V. Nayudu 0307
NCPPB 2475	This isolate is also in the collections; ICMP 3867, LMG 965 This isolate was isolated by M.V. Nayudu 0307	Nayudu 0307	NAYUDU 0307	NAYUDU	0307	person_or_local_reference_code	low	yes	NAYUDU[All Fields] AND 0307[All Fields]	s also in the collections; ICMP 3867, LMG 965 This isolate was isolated by M.V. Nayudu 0307
NCPPB 2490	The donor reference is B4929 This isolate was isolated by ex J. Subbayya	B4929	B 4929	B	4929	source_context_single_letter_code	low	yes	B[All Fields] AND 4929[All Fields]	The donor reference is B4929 This isolate was isolated by ex J. Subbayya
NCPPB 2492	This isolate was isolated by J.F. Bradbury B4568b	B4568b	B 4568B	B	4568B	source_context_single_letter_code	low	yes	B[All Fields] AND 4568B[All Fields]	This isolate was isolated by J.F. Bradbury B4568b
NCPPB 2493	This isolate was isolated by J.F. Bradbury B4487	B4487	B 4487	B	4487	source_context_single_letter_code	low	yes	B[All Fields] AND 4487[All Fields]	This isolate was isolated by J.F. Bradbury B4487
NCPPB 2494	The donor reference is B5017 The source of this isolate was ex S.V. Hegde Guar 1	B5017	B 5017	B	5017	source_context_single_letter_code	low	yes	B[All Fields] AND 5017[All Fields]	The donor reference is B5017 The source of this isolate was ex S.V. Hegde Guar 1
NCPPB 2494	The donor reference is B5017 The source of this isolate was ex S.V. Hegde Guar 1	Guar 1	GUAR 1	GUAR	1	contextual_reference_code	medium	yes	GUAR[All Fields] AND 1[All Fields]	The donor reference is B5017 The source of this isolate was ex S.V. Hegde Guar 1
NCPPB 2495	This isolate was isolated by J.F. Bradbury B4687	B4687	B 4687	B	4687	source_context_single_letter_code	low	yes	B[All Fields] AND 4687[All Fields]	This isolate was isolated by J.F. Bradbury B4687
NCPPB 2496	The donor reference is B5078 The source of this isolate was ex H.K. Saksena	B5078	B 5078	B	5078	source_context_single_letter_code	low	yes	B[All Fields] AND 5078[All Fields]	The donor reference is B5078 The source of this isolate was ex H.K. Saksena
NCPPB 2497	The donor reference is B4539 The source of this isolate was ex V.P. Rao ex M.J. Chacko	B4539	B 4539	B	4539	source_context_single_letter_code	low	yes	B[All Fields] AND 4539[All Fields]	The donor reference is B4539 The source of this isolate was ex V.P. Rao ex M.J. Chacko
NCPPB 2498	This isolate is also in the collections; ICMP 5380, LMG 685 This isolate was isolated by J.F. Bradbury B5081	ICMP 5380	ICMP 5380	ICMP	5380	known_collection_prefix	high	yes	ICMP[All Fields] AND 5380[All Fields]	This isolate is also in the collections; ICMP 5380, LMG 685 This isolate was isolated by J.F. Bradbury B5081
NCPPB 2498	This isolate is also in the collections; ICMP 5380, LMG 685 This isolate was isolated by J.F. Bradbury B5081	LMG 685	LMG 685	LMG	685	known_collection_prefix	high	yes	LMG[All Fields] AND 685[All Fields]	This isolate is also in the collections; ICMP 5380, LMG 685 This isolate was isolated by J.F. Bradbury B5081
NCPPB 2498	This isolate is also in the collections; ICMP 5380, LMG 685 This isolate was isolated by J.F. Bradbury B5081	B5081	B 5081	B	5081	source_context_single_letter_code	low	yes	B[All Fields] AND 5081[All Fields]	the collections; ICMP 5380, LMG 685 This isolate was isolated by J.F. Bradbury B5081
NCPPB 2499	This isolate was isolated by J.F. Bradbury B4542	B4542	B 4542	B	4542	source_context_single_letter_code	low	yes	B[All Fields] AND 4542[All Fields]	This isolate was isolated by J.F. Bradbury B4542
NCPPB 2503	This isolate was isolated by ex J.A. Spence The source of this isolate was ex A. Hayward					no_identifier_found	none	no		
NCPPB 2517	This isolate was isolated by L.A.E. Baker 507	Baker 507	BAKER 507	BAKER	507	person_or_local_reference_code	low	yes	BAKER[All Fields] AND 507[All Fields]	This isolate was isolated by L.A.E. Baker 507
NCPPB 2550	The donor reference is IBSP-124	IBSP-124	IBSP 124	IBSP	124	known_collection_prefix	high	yes	IBSP[All Fields] AND 124[All Fields]	The donor reference is IBSP-124
NCPPB 2567	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46	ICMP 203	ICMP 203	ICMP	203	known_collection_prefix	high	yes	ICMP[All Fields] AND 203[All Fields]	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of th
NCPPB 2567	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46	LMG 7479	LMG 7479	LMG	7479	known_collection_prefix	high	yes	LMG[All Fields] AND 7479[All Fields]	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate
NCPPB 2567	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46	ATCC 23378	ATCC 23378	ATCC	23378	known_collection_prefix	high	yes	ATCC[All Fields] AND 23378[All Fields]	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB
NCPPB 2567	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46	ICPB XC6	ICPB XC6	ICPB	XC6	known_collection_prefix	high	yes	ICPB[All Fields] AND XC6[All Fields]	3378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46
NCPPB 2567	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46	XC6	XC 6	XC	6	uppercase_general_code	medium	yes	XC[All Fields] AND 6[All Fields]	This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46
NCPPB 2567	This isolate is also in the collections; ICMP 203, LMG 7479, ATCC 23378 This isolate was isolated by M. K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46	Bryan 46	BRYAN 46	BRYAN	46	person_or_local_reference_code	low	yes	BRYAN[All Fields] AND 46[All Fields]	K. Bryan The source of this isolate was ex ICPB XC6 ex P.R. Burkholder ex M.K. Bryan 46
NCPPB 2572	The donor reference is 555 This isolate was isolated by ex R.E. Stall XV-69-1 The source of this isolate was ex T. Egli	is 555	IS 555	IS	555	stopword_prefix	reject	no		The donor reference is 555 This isolate was isolated by ex R.E. Stall XV-69-1 The source of this isolate w
NCPPB 2572	The donor reference is 555 This isolate was isolated by ex R.E. Stall XV-69-1 The source of this isolate was ex T. Egli	XV-69-1	XV 69-1	XV	69-1	contextual_reference_code	medium	yes	XV[All Fields] AND 69[All Fields] AND 1[All Fields]	The donor reference is 555 This isolate was isolated by ex R.E. Stall XV-69-1 The source of this isolate was ex T. Egli
NCPPB 2573	The donor reference is 557 This isolate is also in the collections; LMG 929 This isolate was isolated by ex R.E. Stall XV-69-10 The source of this isolate was ex T. Egli	LMG 929	LMG 929	LMG	929	known_collection_prefix	high	yes	LMG[All Fields] AND 929[All Fields]	The donor reference is 557 This isolate is also in the collections; LMG 929 This isolate was isolated by ex R.E. Stall XV-69-10 The source of this isolate
NCPPB 2573	The donor reference is 557 This isolate is also in the collections; LMG 929 This isolate was isolated by ex R.E. Stall XV-69-10 The source of this isolate was ex T. Egli	is 557	IS 557	IS	557	stopword_prefix	reject	no		The donor reference is 557 This isolate is also in the collections; LMG 929 This isolate was isolated by e
NCPPB 2573	The donor reference is 557 This isolate is also in the collections; LMG 929 This isolate was isolated by ex R.E. Stall XV-69-10 The source of this isolate was ex T. Egli	XV-69-10	XV 69-10	XV	69-10	contextual_reference_code	medium	yes	XV[All Fields] AND 69[All Fields] AND 10[All Fields]	is also in the collections; LMG 929 This isolate was isolated by ex R.E. Stall XV-69-10 The source of this isolate was ex T. Egli
NCPPB 2574	The donor reference is 558 This isolate is also in the collections; LMG 930 This isolate was isolated by ex R.E. Stall XV-69-23 The source of this isolate was ex T. Egli	LMG 930	LMG 930	LMG	930	known_collection_prefix	high	yes	LMG[All Fields] AND 930[All Fields]	The donor reference is 558 This isolate is also in the collections; LMG 930 This isolate was isolated by ex R.E. Stall XV-69-23 The source of this isolate
NCPPB 2574	The donor reference is 558 This isolate is also in the collections; LMG 930 This isolate was isolated by ex R.E. Stall XV-69-23 The source of this isolate was ex T. Egli	is 558	IS 558	IS	558	stopword_prefix	reject	no		The donor reference is 558 This isolate is also in the collections; LMG 930 This isolate was isolated by e
NCPPB 2574	The donor reference is 558 This isolate is also in the collections; LMG 930 This isolate was isolated by ex R.E. Stall XV-69-23 The source of this isolate was ex T. Egli	XV-69-23	XV 69-23	XV	69-23	contextual_reference_code	medium	yes	XV[All Fields] AND 69[All Fields] AND 23[All Fields]	is also in the collections; LMG 930 This isolate was isolated by ex R.E. Stall XV-69-23 The source of this isolate was ex T. Egli
NCPPB 2575	The donor reference is 560 This isolate is also in the collections; LMG 931 This isolate was isolated by ex R.E. Stall XV-69-13 The source of this isolate was ex T. Egli	LMG 931	LMG 931	LMG	931	known_collection_prefix	high	yes	LMG[All Fields] AND 931[All Fields]	The donor reference is 560 This isolate is also in the collections; LMG 931 This isolate was isolated by ex R.E. Stall XV-69-13 The source of this isolate
NCPPB 2575	The donor reference is 560 This isolate is also in the collections; LMG 931 This isolate was isolated by ex R.E. Stall XV-69-13 The source of this isolate was ex T. Egli	is 560	IS 560	IS	560	stopword_prefix	reject	no		The donor reference is 560 This isolate is also in the collections; LMG 931 This isolate was isolated by e
NCPPB 2575	The donor reference is 560 This isolate is also in the collections; LMG 931 This isolate was isolated by ex R.E. Stall XV-69-13 The source of this isolate was ex T. Egli	XV-69-13	XV 69-13	XV	69-13	contextual_reference_code	medium	yes	XV[All Fields] AND 69[All Fields] AND 13[All Fields]	is also in the collections; LMG 931 This isolate was isolated by ex R.E. Stall XV-69-13 The source of this isolate was ex T. Egli
NCPPB 2576	The donor reference is 561 This isolate was isolated by ex R.E. Stall XV-E-3 The source of this isolate was ex T. Egli	is 561	IS 561	IS	561	stopword_prefix	reject	no		The donor reference is 561 This isolate was isolated by ex R.E. Stall XV-E-3 The source of this isolate wa
NCPPB 2576	The donor reference is 561 This isolate was isolated by ex R.E. Stall XV-E-3 The source of this isolate was ex T. Egli	XV-E-3	XV-E 3	XV-E	3	contextual_reference_code	medium	yes	XV[All Fields] AND E[All Fields] AND 3[All Fields]	The donor reference is 561 This isolate was isolated by ex R.E. Stall XV-E-3 The source of this isolate was ex T. Egli
NCPPB 2576	The donor reference is 561 This isolate was isolated by ex R.E. Stall XV-E-3 The source of this isolate was ex T. Egli	XV-E-3	E 3	E	3	source_context_single_letter_code	low	yes	E[All Fields] AND 3[All Fields]	The donor reference is 561 This isolate was isolated by ex R.E. Stall XV-E-3 The source of this isolate was ex T. Egli
NCPPB 2586	This isolate was isolated by S. Vir					no_identifier_found	none	no		
NCPPB 2587	This isolate was isolated by F.N. Matthee;					no_identifier_found	none	no		
NCPPB 2588	This isolate was isolated by F.N. Matthee					no_identifier_found	none	no		
NCPPB 2592	The donor reference is ENA-2078 This isolate is also in the collections; ICMP 8917, LMG 9040	ICMP 8917	ICMP 8917	ICMP	8917	known_collection_prefix	high	yes	ICMP[All Fields] AND 8917[All Fields]	The donor reference is ENA-2078 This isolate is also in the collections; ICMP 8917, LMG 9040
NCPPB 2592	The donor reference is ENA-2078 This isolate is also in the collections; ICMP 8917, LMG 9040	LMG 9040	LMG 9040	LMG	9040	known_collection_prefix	high	yes	LMG[All Fields] AND 9040[All Fields]	donor reference is ENA-2078 This isolate is also in the collections; ICMP 8917, LMG 9040
NCPPB 2592	The donor reference is ENA-2078 This isolate is also in the collections; ICMP 8917, LMG 9040	ENA-2078	ENA 2078	ENA	2078	contextual_reference_code	medium	yes	ENA[All Fields] AND 2078[All Fields]	The donor reference is ENA-2078 This isolate is also in the collections; ICMP 8917, LMG 9040
NCPPB 2593	This isolate is also in the collections; LMG 932 This isolate was isolated by C.F. Robbs ENA-804 The source of this isolate was ex O. Kimura	LMG 932	LMG 932	LMG	932	known_collection_prefix	high	yes	LMG[All Fields] AND 932[All Fields]	This isolate is also in the collections; LMG 932 This isolate was isolated by C.F. Robbs ENA-804 The source of this isolate was
NCPPB 2593	This isolate is also in the collections; LMG 932 This isolate was isolated by C.F. Robbs ENA-804 The source of this isolate was ex O. Kimura	ENA-804	ENA 804	ENA	804	contextual_reference_code	medium	yes	ENA[All Fields] AND 804[All Fields]	ate is also in the collections; LMG 932 This isolate was isolated by C.F. Robbs ENA-804 The source of this isolate was ex O. Kimura
NCPPB 2594	This isolate is also in the collections; LMG 933 This isolate was isolated by C.F. Robbs ENA-734 The source of this isolate was ex O. Kimura	LMG 933	LMG 933	LMG	933	known_collection_prefix	high	yes	LMG[All Fields] AND 933[All Fields]	This isolate is also in the collections; LMG 933 This isolate was isolated by C.F. Robbs ENA-734 The source of this isolate was
NCPPB 2594	This isolate is also in the collections; LMG 933 This isolate was isolated by C.F. Robbs ENA-734 The source of this isolate was ex O. Kimura	ENA-734	ENA 734	ENA	734	contextual_reference_code	medium	yes	ENA[All Fields] AND 734[All Fields]	ate is also in the collections; LMG 933 This isolate was isolated by C.F. Robbs ENA-734 The source of this isolate was ex O. Kimura
NCPPB 2595	This isolate was isolated by C.F. Robbs ENA-76	ENA-76	ENA 76	ENA	76	uppercase_general_code	medium	yes	ENA[All Fields] AND 76[All Fields]	This isolate was isolated by C.F. Robbs ENA-76
NCPPB 2597	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78	ICMP 2299	ICMP 2299	ICMP	2299	known_collection_prefix	high	yes	ICMP[All Fields] AND 2299[All Fields]	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78
NCPPB 2597	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78	LMG 690	LMG 690	LMG	690	known_collection_prefix	high	yes	LMG[All Fields] AND 690[All Fields]	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78
NCPPB 2597	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78	DSM 18957	DSM 18957	DSM	18957	known_collection_prefix	high	yes	DSM[All Fields] AND 18957[All Fields]	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78
NCPPB 2597	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78	CFBP 2542	CFBP 2542	CFBP	2542	known_collection_prefix	high	yes	CFBP[All Fields] AND 2542[All Fields]	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78
NCPPB 2597	This isolate is also in the collections; ICMP 2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78	E78	E 78	E	78	source_context_single_letter_code	low	yes	E[All Fields] AND 78[All Fields]	2299, LMG 690, DSM 18957, CFBP 2542 This isolate was isolated by D.R.W. Watson E78
NCPPB 2605	This isolate was isolated by P. Roberts A493	A493	A 493	A	493	source_context_single_letter_code	low	yes	A[All Fields] AND 493[All Fields]	This isolate was isolated by P. Roberts A493
NCPPB 2614	The donor reference is NU2 This isolate was isolated by ex M.V. Nayudu 0302 The source of this isolate was ex ICMP 3865	ICMP 3865	ICMP 3865	ICMP	3865	known_collection_prefix	high	yes	ICMP[All Fields] AND 3865[All Fields]	s isolate was isolated by ex M.V. Nayudu 0302 The source of this isolate was ex ICMP 3865
NCPPB 2614	The donor reference is NU2 This isolate was isolated by ex M.V. Nayudu 0302 The source of this isolate was ex ICMP 3865	NU2	NU 2	NU	2	contextual_reference_code	medium	yes	NU[All Fields] AND 2[All Fields]	The donor reference is NU2 This isolate was isolated by ex M.V. Nayudu 0302 The source of this isolate was
NCPPB 2614	The donor reference is NU2 This isolate was isolated by ex M.V. Nayudu 0302 The source of this isolate was ex ICMP 3865	Nayudu 0302	NAYUDU 0302	NAYUDU	0302	person_or_local_reference_code	low	yes	NAYUDU[All Fields] AND 0302[All Fields]	The donor reference is NU2 This isolate was isolated by ex M.V. Nayudu 0302 The source of this isolate was ex ICMP 3865
NCPPB 2615	The donor reference is NU3 This isolate was isolated by ex M.V. Nyaudu 0305	NU3	NU 3	NU	3	contextual_reference_code	medium	yes	NU[All Fields] AND 3[All Fields]	The donor reference is NU3 This isolate was isolated by ex M.V. Nyaudu 0305
NCPPB 2615	The donor reference is NU3 This isolate was isolated by ex M.V. Nyaudu 0305	Nyaudu 0305	NYAUDU 0305	NYAUDU	0305	person_or_local_reference_code	low	yes	NYAUDU[All Fields] AND 0305[All Fields]	The donor reference is NU3 This isolate was isolated by ex M.V. Nyaudu 0305
NCPPB 2616	The donor reference is NU5 This isolate was isolated by ex M.V. Nayaudu 0309	NU5	NU 5	NU	5	contextual_reference_code	medium	yes	NU[All Fields] AND 5[All Fields]	The donor reference is NU5 This isolate was isolated by ex M.V. Nayaudu 0309
NCPPB 2616	The donor reference is NU5 This isolate was isolated by ex M.V. Nayaudu 0309	Nayaudu 0309	NAYAUDU 0309	NAYAUDU	0309	person_or_local_reference_code	low	yes	NAYAUDU[All Fields] AND 0309[All Fields]	The donor reference is NU5 This isolate was isolated by ex M.V. Nayaudu 0309
NCPPB 2632	This isolate was isolated by B. Austin D119	D119	D 119	D	119	source_context_single_letter_code	low	yes	D[All Fields] AND 119[All Fields]	This isolate was isolated by B. Austin D119
NCPPB 2649	This isolate is also in the collections; ICMP 5719, LMG 533 This isolate was isolated by S.K. Mohan	ICMP 5719	ICMP 5719	ICMP	5719	known_collection_prefix	high	yes	ICMP[All Fields] AND 5719[All Fields]	This isolate is also in the collections; ICMP 5719, LMG 533 This isolate was isolated by S.K. Mohan
NCPPB 2649	This isolate is also in the collections; ICMP 5719, LMG 533 This isolate was isolated by S.K. Mohan	LMG 533	LMG 533	LMG	533	known_collection_prefix	high	yes	LMG[All Fields] AND 533[All Fields]	This isolate is also in the collections; ICMP 5719, LMG 533 This isolate was isolated by S.K. Mohan
NCPPB 2654	This isolate was isolated by F.W. Catton C783	C783	C 783	C	783	source_context_single_letter_code	low	yes	C[All Fields] AND 783[All Fields]	This isolate was isolated by F.W. Catton C783
NCPPB 2665	The donor reference is IPV-BO 193 This isolate is also in the collections; LMG 841 The source of this isolate was ex D. Alberto IPV BO 193	LMG 841	LMG 841	LMG	841	known_collection_prefix	high	yes	LMG[All Fields] AND 841[All Fields]	The donor reference is IPV-BO 193 This isolate is also in the collections; LMG 841 The source of this isolate was ex D. Alberto IPV BO 193
NCPPB 2665	The donor reference is IPV-BO 193 This isolate is also in the collections; LMG 841 The source of this isolate was ex D. Alberto IPV BO 193	IPV-BO 193	IPV-BO 193	IPV-BO	193	contextual_reference_code	medium	yes	IPV[All Fields] AND BO[All Fields] AND 193[All Fields]	The donor reference is IPV-BO 193 This isolate is also in the collections; LMG 841 The source of this isolate was
NCPPB 2665	The donor reference is IPV-BO 193 This isolate is also in the collections; LMG 841 The source of this isolate was ex D. Alberto IPV BO 193	BO 193	BO 193	BO	193	contextual_reference_code	medium	yes	BO[All Fields] AND 193[All Fields]	so in the collections; LMG 841 The source of this isolate was ex D. Alberto IPV BO 193
NCPPB 2695	This isolate was isolated by ex D. Schmidt					no_identifier_found	none	no		
NCPPB 2696	This isolate was isolated by T. Egli 702	Egli 702	EGLI 702	EGLI	702	person_or_local_reference_code	low	yes	EGLI[All Fields] AND 702[All Fields]	This isolate was isolated by T. Egli 702
NCPPB 2697	This isolate was isolated by T. Egli 703	Egli 703	EGLI 703	EGLI	703	person_or_local_reference_code	low	yes	EGLI[All Fields] AND 703[All Fields]	This isolate was isolated by T. Egli 703
NCPPB 2698	This isolate was isolated by T. Egli 704	Egli 704	EGLI 704	EGLI	704	person_or_local_reference_code	low	yes	EGLI[All Fields] AND 704[All Fields]	This isolate was isolated by T. Egli 704
NCPPB 2699	This isolate was isolated by T. Egli 705	Egli 705	EGLI 705	EGLI	705	person_or_local_reference_code	low	yes	EGLI[All Fields] AND 705[All Fields]	This isolate was isolated by T. Egli 705
NCPPB 2700	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706	ICMP 5733	ICMP 5733	ICMP	5733	known_collection_prefix	high	yes	ICMP[All Fields] AND 5733[All Fields]	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706
NCPPB 2700	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706	LMG 726	LMG 726	LMG	726	known_collection_prefix	high	yes	LMG[All Fields] AND 726[All Fields]	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706
NCPPB 2700	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706	ATCC 29091	ATCC 29091	ATCC	29091	known_collection_prefix	high	yes	ATCC[All Fields] AND 29091[All Fields]	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706
NCPPB 2700	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706	CFBP 2053	CFBP 2053	CFBP	2053	known_collection_prefix	high	yes	CFBP[All Fields] AND 2053[All Fields]	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706
NCPPB 2700	This isolate is also in the collections; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706	Egli 706	EGLI 706	EGLI	706	person_or_local_reference_code	low	yes	EGLI[All Fields] AND 706[All Fields]	ions; ICMP 5733, LMG 726, ATCC 29091, CFBP 2053 This isolate was isolated by T. Egli 706
NCPPB 2701	This isolate was isolated by T. Egli 707	Egli 707	EGLI 707	EGLI	707	person_or_local_reference_code	low	yes	EGLI[All Fields] AND 707[All Fields]	This isolate was isolated by T. Egli 707
NCPPB 2817	The donor reference is 4081	is 4081	IS 4081	IS	4081	stopword_prefix	reject	no		The donor reference is 4081
NCPPB 2819	The donor reference is 4230	is 4230	IS 4230	IS	4230	stopword_prefix	reject	no		The donor reference is 4230
